Unique donor ID,Total donations in 2017,Total donations in 2018,Total donations in 2019,Total donations in 2020,Total donations in 2021,Totan donations in 2022,Total donations in 2023,Amount of first donation,Date of first donation,Was their first donation an automatically-recurring transaction?,Amount of last donation,Date of last donation,Year with the most dollars donated,Highest amount donated in one year
0035d00006OxHQRAA3,$0.00,$0.00,$0.00,$240.00,$0.00,$0.00,$0.00,$20.00,2/15/2020,0,$20.00,1/15/2021,2020,$240.00
0035d00006OxRHoAAN,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,7/26/2021,0,$100.00,7/26/2021,2021,$100.00
0031Y000068XQ5FQAW,$0.00,$0.00,$161.00,$0.00,$0.00,$0.00,$0.00,$160.74,12/31/2019,0,$160.74,12/31/2019,2019,$160.74
0031Y000068XQ5GQAW,$0.00,$0.00,$268.00,$0.00,$0.00,$0.00,$0.00,$267.90,12/31/2019,0,$267.90,12/31/2019,2019,$267.90
0031Y000068XLg4QAG,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$223.05,12/30/2019,0,$74.35,12/30/2019,2019,$297.40
0031Y000068XQ5mQAG,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$19.88,12/31/2019,0,$19.88,12/31/2019,2019,$19.88
0031Y000068XLgFQAW,$0.00,$0.00,$75.00,$0.00,$0.00,$0.00,$0.00,$75.39,12/26/2019,0,$75.39,12/26/2019,2019,$75.39
0031Y000068XQ64QAG,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y000068MfyUQAS,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$50.00,8/25/2020,0,$50.00,8/25/2020,2020,$50.00
0031Y000068XLhfQAG,$0.00,$0.00,$446.00,$0.00,$0.00,$0.00,$0.00,$37.17,2/28/2019,0,$37.17,1/28/2020,2019,$446.04
0035d00006O0EjMAAV,$0.00,$0.00,$0.00,$0.00,$2.26,$0.00,$0.00,$1.10,7/14/2021,0,$1.16,7/28/2021,2021,$2.26
0035d00006OxHSpAAN,$0.00,$0.00,$0.00,$30.16,$0.00,$0.00,$0.00,$30.16,12/9/2020,0,$30.16,12/9/2020,2020,$30.16
0031Y000068XLiiQAG,$0.00,$0.00,$446.00,$0.00,$0.00,$0.00,$0.00,$37.17,2/15/2019,0,$37.17,1/15/2020,2019,$446.04
0031Y000068MuMxQAK,$0.00,$0.00,$0.00,$60.00,$160.00,$470.00,$566.50,$10.00,8/27/2020,1,$51.50,4/15/2024,2023,$566.50
0035d00006OxZCxAAN,$0.00,$0.00,$0.00,$0.00,$6.00,$0.00,$0.00,$6.00,7/29/2021,0,$6.00,7/29/2021,2021,$6.00
0031Y000068XLioQAG,$0.00,$0.00,$268.00,$0.00,$0.00,$0.00,$0.00,$22.30,2/15/2019,0,$22.30,1/15/2020,2019,$267.60
0035d00006Ox2DOAAZ,$0.00,$0.00,$0.00,$0.00,$5.00,$0.00,$0.00,$5.00,7/15/2021,0,$5.00,7/15/2021,2021,$5.00
0035d00006OxHTYAA3,$0.00,$0.00,$0.00,$661.00,$0.00,$0.00,$0.00,$140.00,6/1/2020,0,$120.00,1/30/2021,2020,$661.00
0031Y00006GMI3cQAH,$0.00,$0.00,$0.00,$44.00,$0.00,$0.00,$0.00,$44.00,12/18/2020,0,$44.00,12/18/2020,2020,$44.00
0031Y00006GylubQAB,$0.00,$0.00,$0.00,$300.00,"$4,000.00","$6,000.00","$6,000.00",$300.00,1/6/2021,1,$500.00,4/9/2024,2022,"$6,000.00"
0031Y000068XQB5QAO,$0.00,$0.00,$60.00,$0.00,$0.00,$0.00,$0.00,$59.64,12/31/2019,0,$59.64,12/31/2019,2019,$59.64
0031Y00006GMIMkQAP,$0.00,$0.00,$0.00,$110.00,$0.00,$0.00,$0.00,$110.00,12/18/2020,0,$110.00,12/18/2020,2020,$110.00
0035d00006Ox8lIAAR,$0.00,$0.00,$0.00,$0.00,$220.00,$80.00,$0.00,$100.00,7/17/2021,0,$20.00,5/20/2022,2021,$220.00
0035d00006OxHUeAAN,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,1/10/2021,0,$20.00,1/10/2021,2020,$20.00
0031Y00006GMIy2QAH,$0.00,$0.00,$0.00,$110.00,$440.00,$0.00,$0.00,$55.00,12/18/2020,1,$55.00,9/18/2021,2021,$440.00
0031Y00006B8yc2QAB,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$2.00,10/7/2020,0,$2.00,10/7/2020,2020,$2.00
0031Y00006Gyr5TQAR,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$500.00,1/5/2021,0,$500.00,1/5/2021,2020,$500.00
0031Y000068XQDZQA4,$0.00,$0.00,"$2,000.00",$0.00,$0.00,$0.00,$0.00,"$2,000.00",3/20/2019,0,"$2,000.00",3/20/2019,2019,"$2,000.00"
0035d00006OxHVMAA3,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,7/11/2020,0,$100.00,7/11/2020,2020,$100.00
0031Y00006GywDsQAJ,$0.00,$0.00,$0.00,$55.00,$0.00,$0.00,$0.00,$55.00,1/7/2021,0,$55.00,1/7/2021,2020,$55.00
0035d00006OxAFzAAN,$0.00,$0.00,$0.00,$0.00,$220.00,$770.00,$0.00,$110.00,12/11/2021,1,$110.00,8/11/2022,2022,$770.00
0031Y00006CpzkNQAR,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$10.00,8/18/2020,0,$10.00,8/18/2020,2020,$20.00
0031Y00006GMK8PQAX,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$500.00,12/19/2020,0,$500.00,12/19/2020,2020,$500.00
0035d00006OxBtJAAV,$0.00,$0.00,$0.00,$0.00,$60.00,$0.00,$0.00,$20.00,7/19/2021,1,$20.00,1/19/2022,2021,$60.00
0035d00006OxHX6AAN,$0.00,$0.00,$0.00,"$1,614.53",$0.00,$0.00,$0.00,"$1,614.53",9/9/2020,0,"$1,614.53",9/9/2020,2020,"$1,614.53"
0031Y00006APY4uQAH,$0.00,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,$2.00,9/1/2020,0,$2.00,12/9/2020,2020,$4.00
0031Y000068XQI6QAO,$0.00,$0.00,$104.00,$0.00,$0.00,$0.00,$0.00,$104.20,11/16/2019,0,$104.20,11/16/2019,2019,$104.20
0031Y00006GMKWlQAP,$0.00,$0.00,$0.00,$400.00,$210.00,$0.00,$0.00,$400.00,12/19/2020,0,$110.00,12/27/2021,2020,$400.00
0031Y000068XQKIQA4,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y00006Cq0FMQAZ,$0.00,$0.00,$0.00,$37.69,$0.00,$0.00,$0.00,$37.69,9/15/2020,0,$37.69,9/15/2020,2020,$37.69
0031Y000068XLqxQAG,$0.00,$0.00,"$2,639.00",$0.00,$0.00,$0.00,$0.00,"$2,446.10",5/6/2019,0,$193.31,5/6/2019,2019,"$2,639.41"
0031Y000068XQOmQAO,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y000068XQPCQA4,$0.00,$0.00,$54.00,$0.00,$0.00,$0.00,$0.00,$53.58,12/31/2019,0,$53.58,12/31/2019,2019,$53.58
0031Y00006CqALoQAN,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$50.00,10/9/2020,0,$50.00,10/9/2020,2020,$50.00
0031Y00006CqF8CQAV,$0.00,$0.00,$0.00,$850.00,$0.00,$500.00,$0.00,$100.00,10/9/2020,0,$500.00,6/7/2022,2020,$850.00
0031Y00006CqHTfQAN,$0.00,$0.00,$0.00,$33.77,$0.00,$0.00,$0.00,$33.77,10/10/2020,0,$33.77,10/10/2020,2020,$33.77
0031Y00006Gz04WQAR,$0.00,$0.00,$0.00,"$2,499.00",$0.00,$0.00,$0.00,"$2,499.00",12/1/2020,0,"$2,499.00",12/1/2020,2020,"$2,499.00"
0031Y000068XQPuQAO,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y00006Gz060QAB,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$0.00,$400.00,11/20/2020,0,$400.00,11/20/2020,2020,$400.00
0031Y00006GMLPVQA5,$0.00,$0.00,$0.00,$220.00,"$1,620.00","$1,620.00","$1,620.00",$85.00,12/19/2020,1,$50.00,4/24/2024,2021,"$1,620.00"
0031Y00006GMLPZQA5,$0.00,$0.00,$0.00,$50.00,$300.00,$300.00,$916.50,$25.00,12/19/2020,1,$51.50,5/3/2024,2023,$916.50
0035d00006MFfK7AAL,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,5/16/2021,0,$100.00,5/16/2021,2021,$100.00
0035d00006Oxt57AAB,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$0.00,$10.00,8/8/2021,0,$10.00,8/8/2021,2021,$10.00
0035d00006OxHbRAAV,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,10/21/2020,0,$100.00,10/21/2020,2020,$100.00
0031Y000068XLvwQAG,$0.00,$0.00,$268.00,$0.00,$0.00,$0.00,$0.00,$22.30,2/1/2019,0,$22.30,1/1/2020,2019,$267.60
0035d00006OxHbfAAF,$0.00,$0.00,$0.00,"$1,194.17",$0.00,$0.00,$0.00,$23.42,12/26/2020,0,"$1,170.75",12/27/2020,2020,"$1,194.17"
0031Y00006CqOYYQA3,$0.00,$0.00,$0.00,$5.00,$0.00,$0.00,$0.00,$5.00,10/12/2020,0,$5.00,10/12/2020,2020,$5.00
0031Y00006AR7VRQA1,$0.00,$0.00,$0.00,$11.00,$0.00,$0.00,$0.00,$11.00,9/5/2020,0,$11.00,9/5/2020,2020,$11.00
0035d00006OxtxuAAB,$0.00,$0.00,$0.00,$0.00,$750.00,$0.00,$0.00,$500.00,8/9/2021,0,$250.00,8/9/2021,2021,$750.00
0031Y00006ARFYWQA5,$0.00,$0.00,$0.00,$110.00,$154.00,$0.00,$0.00,$22.00,9/6/2020,1,$22.00,8/6/2021,2021,$154.00
0031Y000068XQXcQAO,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$20.00,6/13/2019,0,$20.00,6/13/2019,2019,$20.00
0031Y00006Cql4cQAB,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$1.00,10/14/2020,0,$1.00,10/14/2020,2020,$3.00
0035d00006MFn9rAAD,$0.00,$0.00,$0.00,$0.00,$220.00,$0.00,$0.00,$27.50,5/18/2021,1,$27.50,12/18/2021,2021,$220.00
0035d00006MFnJFAA1,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$50.00,5/18/2021,1,$50.00,10/18/2021,2021,$300.00
0031Y00006GMNTWQA5,$0.00,$0.00,$0.00,$300.00,"$1,800.00",$150.00,$0.00,$150.00,12/20/2020,1,$150.00,2/20/2022,2021,"$1,800.00"
0031Y000068XQZIQA4,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$0.00,$44.65,12/31/2019,0,$44.65,12/31/2019,2019,$44.65
0031Y000068XLxzQAG,$0.00,$0.00,$92.00,$0.00,$0.00,$0.00,$0.00,$1.83,4/18/2019,0,$1.83,1/15/2020,2019,$91.50
0035d00006MFriUAAT,$0.00,$0.00,$0.00,$0.00,$3.23,$0.00,$0.00,$3.23,4/8/2021,0,$3.23,4/8/2021,2021,$3.23
0031Y00006GMNWEQA5,$0.00,$0.00,$0.00,$110.00,$0.00,$0.00,$0.00,$55.00,12/20/2020,1,$55.00,1/30/2021,2020,$110.00
0031Y00006ARXLHQA5,$0.00,$0.00,$0.00,$758.00,$0.00,$45.40,$311.17,$198.00,9/8/2020,0,$14.29,2/16/2024,2020,$758.00
0031Y000068XLyLQAW,$0.00,$0.00,$64.00,$0.00,$0.00,$0.00,$0.00,$1.83,4/3/2019,0,$1.83,10/15/2019,2019,$64.05
0031Y00006Gz0elQAB,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$400.00,$400.00,11/18/2020,0,$400.00,1/2/2024,2020,$400.00
0031Y00006Gz0pkQAB,$0.00,$0.00,$0.00,$75.00,$0.00,$0.00,$0.00,$75.00,11/10/2020,0,$75.00,11/10/2020,2020,$75.00
0035d00006MFyJdAAL,$0.00,$0.00,$0.00,$0.00,"$1,020.00",$0.00,$0.00,$20.00,5/20/2021,0,"$1,000.00",5/20/2021,2021,"$1,020.00"
0031Y00006GMNgDQAX,$0.00,$0.00,$0.00,$125.00,$500.00,$500.00,$500.00,$125.00,12/20/2020,1,$125.00,3/20/2024,2021,$500.00
0035d00006OxvA5AAJ,$0.00,$0.00,$0.00,$0.00,$45.00,$0.00,$0.00,$45.00,7/1/2021,0,$45.00,7/1/2021,2021,$45.00
0035d00006OxHfSAAV,$0.00,$0.00,$0.00,$360.00,$0.00,$0.00,$0.00,$30.00,2/29/2020,0,$30.00,1/29/2021,2020,$360.00
0031Y00006CrC0YQAV,$0.00,$0.00,$0.00,$8.00,$0.00,$0.00,$0.00,$8.00,10/18/2020,0,$8.00,10/18/2020,2020,$8.00
0031Y00006GMNisQAH,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,12/20/2020,0,$100.00,12/20/2020,2020,$100.00
0035d00006OxvADAAZ,$0.00,$0.00,$0.00,$0.00,$34.64,$0.00,$0.00,$34.64,7/5/2021,0,$34.64,7/5/2021,2021,$34.64
0035d00006OxHfcAAF,$0.00,$0.00,$0.00,$535.00,$0.00,$0.00,$0.00,$30.00,2/1/2020,0,$30.00,1/1/2021,2020,$535.00
0035d00006OxHfgAAF,$0.00,$0.00,$0.00,$7.55,$0.00,$0.00,$0.00,$2.45,9/4/2020,0,$2.45,12/8/2020,2020,$7.55
0031Y00006GMNmuQAH,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$103.00,$200.00,12/20/2020,0,$103.00,12/21/2023,2020,$200.00
0035d00006MG3WZAA1,$0.00,$0.00,$0.00,$0.00,"$1,350.00",$0.00,$0.00,$150.00,5/21/2021,1,$150.00,1/21/2022,2021,"$1,350.00"
0031Y000068XQh1QAG,$0.00,$0.00,$179.00,$0.00,$0.00,$0.00,$0.00,$178.60,12/31/2019,0,$178.60,12/31/2019,2019,$178.60
0035d00006OxvCWAAZ,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,6/30/2021,0,$50.00,6/30/2021,2021,$50.00
0031Y00006ASPYpQAP,$0.00,$0.00,$0.00,$21.96,$0.00,$0.00,$0.00,$21.96,8/8/2020,0,$21.96,8/8/2020,2020,$21.96
0031Y000068XQhsQAG,$0.00,$0.00,$88.00,$0.00,$0.00,$0.00,$0.00,$87.51,12/31/2019,0,$87.51,12/31/2019,2019,$87.51
0035d00006OxvDyAAJ,$0.00,$0.00,$0.00,$0.00,$880.00,$0.00,$0.00,$880.00,8/9/2021,0,$880.00,8/9/2021,2021,$880.00
0031Y00006GMOnbQAH,$0.00,$0.00,$0.00,$220.00,$0.00,$0.00,$0.00,$220.00,12/20/2020,0,$220.00,12/20/2020,2020,$220.00
0031Y00006CrNxoQAF,$0.00,$0.00,$0.00,$1.30,$0.00,$0.00,$0.00,$1.30,10/20/2020,0,$1.30,10/20/2020,2020,$1.30
0031Y00006ASX1hQAH,$0.00,$0.00,$0.00,"$5,000.00",$0.00,$0.00,$0.00,"$5,000.00",9/11/2020,0,"$5,000.00",9/11/2020,2020,"$5,000.00"
0031Y000068XM1QQAW,$0.00,$0.00,$600.00,$0.00,$0.00,$0.00,$0.00,$50.00,2/1/2019,0,$50.00,1/1/2020,2019,$600.00
0035d00006OxHiGAAV,$0.00,$0.00,$0.00,$75.00,$0.00,$0.00,$0.00,$75.00,4/18/2020,0,$75.00,4/18/2020,2020,$75.00
0031Y00006AShMsQAL,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,9/12/2020,0,$20.00,9/12/2020,2020,$20.00
0031Y00006CrRUHQA3,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,10/21/2020,0,$20.00,10/21/2020,2020,$20.00
0031Y000068XQlVQAW,$0.00,$0.00,$223.00,$0.00,$0.00,$0.00,$0.00,$223.25,12/31/2019,0,$223.25,12/31/2019,2019,$223.25
0031Y00006ASovzQAD,$0.00,$0.00,$0.00,$75.00,$0.00,$0.00,$0.00,$75.00,9/13/2020,0,$75.00,9/13/2020,2020,$75.00
0031Y00006ASp2WQAT,$0.00,$0.00,$0.00,$100.00,$200.00,$0.00,$0.00,$100.00,9/13/2020,0,$100.00,9/13/2021,2021,$200.00
0031Y000068XQmOQAW,$0.00,$0.00,$223.00,$0.00,$0.00,$0.00,$0.00,$223.25,12/31/2019,0,$223.25,12/31/2019,2019,$223.25
0031Y000068XQnVQAW,$0.00,$0.00,$122.00,$0.00,$0.00,$0.00,$0.00,$122.00,10/1/2019,0,$122.00,10/1/2019,2019,$122.00
0031Y00006GMQ8OQAX,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$0.00,$400.00,12/21/2020,0,$400.00,12/21/2020,2020,$400.00
0031Y00006Gz1X8QAJ,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,11/19/2020,0,$100.00,11/19/2020,2020,$100.00
0031Y000068XM2SQAW,$0.00,$0.00,"$1,200.00",$0.00,$0.00,$0.00,$0.00,$100.00,2/20/2019,0,$100.00,1/19/2020,2019,"$1,200.00"
0031Y000068XQs8QAG,$0.00,$0.00,$134.00,$0.00,$0.00,$0.00,$0.00,$133.95,12/31/2019,0,$133.95,12/31/2019,2019,$133.95
0031Y00006Gz1aTQAR,$0.00,$0.00,$0.00,"$1,600.00",$0.00,$0.00,$0.00,$400.00,11/12/2020,0,$600.00,11/28/2020,2020,"$1,600.00"
0035d00006Oy6oXAAR,$0.00,$0.00,$0.00,$0.00,$120.00,$240.00,$240.00,$20.00,8/13/2021,1,$20.00,4/13/2024,2022,$240.00
0031Y00006Crk2aQAB,$0.00,$0.00,$0.00,$100.00,$600.00,$600.00,$600.00,$50.00,10/23/2020,0,$50.00,4/28/2024,2021,$600.00
0031Y000068XM2xQAG,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$0.00,$500.00,3/29/2019,0,$500.00,3/29/2019,2019,$500.00
0031Y00006GMQp6QAH,$0.00,$0.00,$0.00,$165.00,$0.00,$0.00,$0.00,$165.00,12/21/2020,0,$165.00,12/21/2020,2020,$165.00
0035d00006MGBtLAAX,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,5/25/2021,0,$20.00,5/25/2021,2021,$20.00
0035d00006MGCZSAA5,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,5/25/2021,0,$50.00,5/25/2021,2021,$50.00
0035d00006Oy7zdAAB,$0.00,$0.00,$0.00,$0.00,$423.00,$0.00,$0.00,$423.00,8/14/2021,0,$423.00,8/14/2021,2021,$423.00
0035d00006Oy83uAAB,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$2.00,8/14/2021,0,$2.00,8/14/2021,2021,$2.00
0031Y000068XR35QAG,$0.00,$0.00,$31.00,$0.00,$0.00,$0.00,$0.00,$31.26,12/31/2019,0,$31.26,12/31/2019,2019,$31.26
0035d00006Oy8QWAAZ,$0.00,$0.00,$0.00,$0.00,$23.00,$0.00,$0.00,$23.00,8/15/2021,0,$23.00,8/15/2021,2021,$23.00
0035d00006MGEhDAAX,$0.00,$0.00,$0.00,$0.00,"$1,500.00","$2,400.00","$1,200.00",$100.00,5/26/2021,1,$100.00,4/29/2024,2022,"$2,400.00"
0031Y00006B5MftQAF,$0.00,$0.00,$0.00,$77.00,$0.00,$0.00,$0.00,$77.00,9/17/2020,0,$77.00,9/17/2020,2020,$77.00
0035d00006MGFFfAAP,$0.00,$0.00,$0.00,$0.00,$900.00,"$1,200.00","$1,000.00",$100.00,5/26/2021,1,$100.00,4/26/2024,2022,"$1,200.00"
0031Y00006Gz1gbQAB,$0.00,$0.00,$0.00,$30.00,$0.00,$0.00,$0.00,$30.00,12/2/2020,0,$30.00,12/2/2020,2020,$30.00
0035d00006Oy8l1AAB,$0.00,$0.00,$0.00,$0.00,$104.00,$0.00,$0.00,$22.00,8/15/2021,0,$20.00,10/2/2021,2021,$104.00
0035d00006OxHm2AAF,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$100.00,6/8/2020,0,$100.00,8/9/2020,2020,$300.00
0035d00006OxHmEAAV,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,4/19/2020,0,$100.00,4/19/2020,2020,$100.00
0031Y000068XM4UQAW,$0.00,$0.00,$132.00,$0.00,$0.00,$0.00,$0.00,$9.42,2/15/2019,0,$9.42,4/15/2019,2019,$131.88
0031Y00006B5SK9QAN,$0.00,$0.00,$0.00,$106.46,$0.00,$0.00,$0.00,$106.46,6/12/2020,0,$106.46,6/12/2020,2020,$106.46
0031Y00006B5SQyQAN,$0.00,$0.00,$0.00,$118.30,$0.00,$0.00,$0.00,$118.30,5/29/2020,0,$118.30,5/29/2020,2020,$118.30
0035d00006MGJ2eAAH,$0.00,$0.00,$0.00,$0.00,$65.00,$0.00,$0.00,$25.00,5/28/2021,0,$40.00,10/11/2021,2021,$65.00
0035d00006MGJCFAA5,$0.00,$0.00,$0.00,$0.00,"$3,019.00","$1,177.76","$1,345.52","$1,219.00",5/28/2021,1,$168.19,9/2/2023,2021,"$3,019.00"
0031Y00006B5SThQAN,$0.00,$0.00,$0.00,$118.30,$0.00,$0.00,$0.00,$118.30,5/21/2020,0,$118.30,5/21/2020,2020,$118.30
0031Y00006GMSxrQAH,$0.00,$0.00,$0.00,"$1,000.00",$0.00,$0.00,$0.00,"$1,000.00",12/21/2020,0,"$1,000.00",12/21/2020,2020,"$1,000.00"
0035d00006OxHn7AAF,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,6/13/2020,0,$100.00,6/13/2020,2020,$100.00
0031Y00006Cry6tQAB,$0.00,$0.00,$0.00,$20.00,$60.00,$60.00,$5.00,$5.00,10/22/2020,1,$5.00,2/22/2023,2021,$60.00
0031Y000068XM5XQAW,$0.00,$0.00,$33.00,$0.00,$0.00,$0.00,$0.00,$6.57,7/24/2019,0,$6.57,7/24/2019,2019,$32.85
0035d00006Qcnh3AAB,$0.00,$0.00,$0.00,$0.00,$210.00,$140.00,$0.00,$35.00,8/17/2021,1,$35.00,5/17/2022,2021,$210.00
0031Y000068XRFEQA4,$0.00,$0.00,$67.00,$0.00,$0.00,$0.00,$0.00,$66.98,12/31/2019,0,$66.98,12/31/2019,2019,$66.98
0031Y000068XRFhQAO,$0.00,$0.00,$67.00,$0.00,$0.00,$0.00,$0.00,$66.98,12/31/2019,0,$66.98,12/31/2019,2019,$66.98
0031Y00006CtFxoQAF,$0.00,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,$4.00,10/30/2020,0,$4.00,10/30/2020,2020,$4.00
0035d00006OxHp9AAF,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,12/24/2020,0,$100.00,12/24/2020,2020,$100.00
0031Y00006CtG9HQAV,$0.00,$0.00,$0.00,$0.05,$0.00,$0.00,$0.00,$0.05,10/30/2020,0,$0.05,10/30/2020,2020,$0.05
0031Y00006CtIIiQAN,$0.00,$0.00,$0.00,$1.97,$0.00,$0.00,$0.00,$0.74,10/30/2020,0,$1.23,10/30/2020,2020,$1.97
0031Y00006B5WI7QAN,$0.00,$0.00,$0.00,$339.04,$0.00,$0.00,$0.00,$37.76,8/15/2020,1,$150.00,9/17/2020,2020,$339.04
0035d00006QcyB6AAJ,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,8/19/2021,0,$100.00,8/19/2021,2021,$100.00
0031Y00006GMV2oQAH,$0.00,$0.00,$0.00,$50.00,$300.00,$25.00,$0.00,$25.00,12/21/2020,1,$25.00,2/21/2022,2021,$300.00
0031Y000068XRIhQAO,$0.00,$0.00,$298.00,$0.00,$0.00,$0.00,$0.00,$298.20,12/31/2019,0,$298.20,12/31/2019,2019,$298.20
0035d00006MGLdyAAH,$0.00,$0.00,$0.00,$0.00,$495.00,$643.00,$592.25,$55.00,5/31/2021,0,$51.50,4/29/2024,2022,$643.00
0035d00006MGMAIAA5,$0.00,$0.00,$0.00,$0.00,$550.00,$500.00,$309.00,$550.00,6/1/2021,0,$309.00,12/27/2023,2021,$550.00
0031Y00006GMWz2QAH,$0.00,$0.00,$0.00,$1.75,$0.00,$0.00,$0.00,$1.75,12/22/2020,0,$1.75,12/22/2020,2020,$1.75
0031Y00006GMXHHQA5,$0.00,$0.00,$0.00,$110.00,$0.00,$0.00,$0.00,$110.00,12/22/2020,0,$110.00,12/22/2020,2020,$110.00
0035d00006OxHrDAAV,$0.00,$0.00,$0.00,"$1,080.00",$0.00,$0.00,$0.00,$90.00,2/9/2020,0,$90.00,1/9/2021,2020,"$1,080.00"
0031Y000068XM8RQAW,$0.00,$0.00,"$1,250.00",$0.00,$0.00,$0.00,$0.00,$50.00,2/8/2019,0,$100.00,1/12/2020,2019,"$1,250.00"
0031Y00006CtXfoQAF,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,11/1/2020,0,$100.00,11/1/2020,2020,$100.00
0031Y00006Gz36XQAR,$0.00,$0.00,$0.00,$40.00,$480.00,$480.00,$480.00,$40.00,1/9/2021,1,$40.00,3/9/2024,2021,$480.00
0031Y00006B6IACQA3,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$50.00,9/20/2020,0,$50.00,9/20/2020,2020,$50.00
0035d00006MGS0kAAH,$0.00,$0.00,$0.00,$0.00,$516.75,$0.00,$0.00,$281.00,6/3/2021,0,$235.75,12/10/2021,2021,$516.75
0031Y00006GMYSYQA5,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$1.00,12/23/2020,0,$1.00,12/23/2020,2020,$1.00
0031Y00006CtdElQAJ,$0.00,$0.00,$0.00,$0.34,$0.00,$0.00,$0.00,$0.34,11/2/2020,0,$0.34,11/2/2020,2020,$0.34
0031Y00006GMYX1QAP,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$250.00,12/22/2020,0,$250.00,12/22/2020,2020,$250.00
0031Y000068XM9rQAG,$0.00,$0.00,$71.00,$0.00,$0.00,$0.00,$0.00,$71.44,12/31/2019,0,$71.44,12/31/2019,2019,$71.44
0031Y000068XMA2QAO,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,$0.00,$500.00,12/21/2019,0,$500.00,12/21/2019,2019,$500.00
0031Y00006CtnG2QAJ,$0.00,$0.00,$0.00,$600.00,"$1,000.00",$0.00,$0.00,$200.00,11/3/2020,1,$200.00,6/3/2021,2021,"$1,000.00"
0031Y000068XRYGQA4,$0.00,$0.00,$89.00,$0.00,$0.00,$0.00,$0.00,$89.30,12/31/2019,0,$89.30,12/31/2019,2019,$89.30
0035d00006OxHu2AAF,$0.00,$0.00,$0.00,$548.92,$0.00,$0.00,$0.00,$548.92,9/9/2020,0,$548.92,9/9/2020,2020,$548.92
0031Y00006GMbUNQA1,$0.00,$0.00,$0.00,$240.00,"$1,440.00",$480.00,$0.00,$120.00,12/22/2020,1,$120.00,5/31/2022,2021,"$1,440.00"
